company,avg
fortisfilmfund,56224.0
makorfoundationforisraelifilms,18732.0
secondauthority,56196.0
giladynitzanfilms,56196.0
luzysonidos,56184.0
arizonafilm,18697.333333333332
indizfilm,56092.0
polarefilm,56092.0
dogpond,56001.0
mountaintopproductions,18631.666666666668
hyraxfilms,55824.0
mediasetpremium,27902.0
nellambitodelprogrammasensicontemporaneicinemaeaudiovisivo,55804.0
bancanuova,55804.0
renatoragostateamholding,55804.0
junafilm,27869.5
patandpatproductions,55518.0
travelinglight,55513.0
tribecadocumentaryfund,55511.0
pumpernickelfilms,55511.0
hellflowerfilm,55511.0
jagjaguwar,55506.0
fortysecondproductions,55301.0
wallonie,27559.0
armianpictures,11023.6
backupmedia,11011.8
modproducciones,27519.5
modentertainment,55039.0
himenoptero,55039.0
regressionaie,55039.0
donnalomp,55032.0
boyntonfilms,55032.0
robertkravis,55032.0
lesfilmsdubelier,27490.0
marlbororoadgang,18292.0
kachifo,54529.0
stealthmediagroup,18118.333333333332
mostfavorednations,27067.0
fisheyepictures,54071.0
bavariafilmverleighundproduktions,54064.0
gmbh,54064.0
releveentertainment,54008.0
manhaddonentertainment,54008.0
tyscotfilmentertainment,54008.0
northbynorthwestentertainment,13459.25
cineson,53837.0
lookatthemoon,53837.0
agatfilmscie,17944.333333333332
rarebridfilms,53714.0
essencommunications,53692.0
hartlunsfordpictures,53630.0
jpgfilms,53581.0
cinefinancetaxshelter,53581.0
cofimagedeveloppment3,53581.0
rivierafilms,53447.0
sforzando,53447.0
ckfpictures,53252.0
wandavision,53086.0
newgrangepictures,17675.0
tokyomx,52969.0
chuoeigaboeki,52969.0
creativeassociateslimited,52969.0
farallonfilms,52969.0
kaaphollandfilm,52951.0
laregiondebruxellescapitale,52951.0
programmeeuropecreativemediadelunioneuropeenne,52951.0
indieentertainment,10586.2
foundationforfilmmakers,52927.0
annamproductions,52879.0
threecolorsproductions,52879.0
mayfairpictures,52879.0
citizensunited,52768.0
davidnbossie,52768.0
hotwireprods,52681.0
filmiskane,17545.666666666668
parsarvisionspvtltd,52618.0
dohafilminstitute,10521.2
markstewartproductions,26241.0
stopwatchproductions,52482.0
tinhousebooks,52337.0
synecdoche,26065.5
yomiuritelecastingcorporation,26043.5
ponycanyon,26043.5
nikkatsu,7441.0
hirata,52087.0
wowow,52087.0
nipponplanningcenter,52087.0
officesaku,52087.0
littlebear,52058.0
sacem,52058.0
skylightpictures,17321.666666666668
ebersolehughescompany,25977.5
astroshaw,25975.0
asiafilmfinancingforum,51950.0
developpementinternational,51950.0
asiaculturecenterasianartstheatre,51950.0
detaillefilms,51950.0
tordenfilm,51950.0
labanquepostaleimage,25938.0
fondoparalaproduccion,17272.666666666668
syndromefilms,51804.0
mariamayer,51804.0
choicecutpictures,25886.0
silversailentertainment,51748.0
1500walnutfilmsllc,51663.0
robertogdenbarnum,25805.0
dylansellers,51610.0
untionentertainment,51610.0
cassianelwesandthecommunity,51610.0
rainbowshootingstarpictures,51481.0
cdp,25668.5
bophana,51337.0
maikenbaird,51271.0
fullcreditproductions,51229.0
pieshakepictures,51194.0
tiltedwindmillproductions,17040.333333333332
epiclevelentertainment,51044.0
roxwellfilms,51044.0
foprocine,12753.75
ofi,50921.0
adelantefilms,50921.0
clandestinefilms,50868.0
icreatefilms,50868.0
variancefilms,25377.5
filmbuff,12683.75
unjustusfilms,50735.0
luminantmedia,50735.0
alexandriafilms,50707.0
blackmaria,50511.0
shanghaifilmmediaasia,50433.0
basicpictures,50433.0
closeupfilms,50291.0
cinemage7developpement,50291.0
michelmerkt,50291.0
sixthstreetfilms,50257.0
dokidokifilms,50257.0
karftidioten,50255.0
norwegianfilminstitute,50255.0
film3,50255.0
senoritafilms,25095.0
chilifilm,50190.0
humanrace,50190.0
feltfilms,50190.0
masshysteriaentertainmentcompanyinc,25068.0
silverplanefilms,50136.0
trivisionpicturesinc,50136.0
rpi,50136.0
istiqlalfilms,25052.5
possiblesmedia,50105.0
seinepictures,24989.5
legends10,49979.0
kassandersciapode,49976.0
thecinemart,24896.0
haileaddispictures,49667.0
hamiltonfilmgroup,24797.5
institutcataladeleseindustries,49521.0
cindycowanentertainment,49521.0
cohencidenceproductions,49480.0
blacksheep,16389.666666666668
schoolofmediapublicaffairsgeorgewashingtonuniversity,49128.0
pguideproductions,49072.0
astreamedia,49001.0
mymyproductions,48995.0
chipbakerfilms,24407.5
staceytestrointernational,48764.0
markvictorproductions,48764.0
sjgibsonfilms,48650.0
tvtokyo,16207.666666666666
omnibusjapan,24311.5
queennefertariproductions,24267.0
42kmfilm,48508.0
centruluinationalalcinematrografiel,48508.0
merfilm,24190.5
reconstruction,48381.0
ministeriodeculture,48366.0
justmedia,48218.0
mondexcie,24072.0
lionsgatepremiere,1780.888888888889
eurointernationalfilm,48040.0
oceaniaproduzioniinternazionalicinematografiche,48040.0
unionvooletechnologyco,47897.0
zixuxuanyangculturaldevelopmentco,47897.0
firstcutstudiosinc,47897.0
s2bnentertainment,47718.0
juliusrnassoproductions,47718.0
belafonteenterprises,47718.0
savageproductions,11925.5
sabotagefilms,23842.5
thoughtengine,23842.5
mamapeliculasaie,47258.0
marenostrumproductions,47258.0
theibsenproject,46874.0
westwardproductions,46874.0
scottgriffin,46874.0
drivingwithoureyesshut,11705.25
area23a,15587.666666666666
bulgarianationalfilmcenter,15586.0
bestmedicineproductions,23317.5
fieldofvision,11657.25
cscottfilms,46623.0
motionpicturecapital,4231.909090909091
immortalthoughts,46488.0
threegoodmen,46488.0
lepetitcanyon,46437.0
beeholderproductions,23191.0
yonilizerprods,46380.0
bulletprooffilm,46380.0
palatineetoile14,15445.666666666666
inverinvest,15375.666666666666
realitismfilms,15340.333333333334
outsidethebox,46006.0
asphaltstarsproductions,45938.0
literalmedia,45895.0
sharkpig,45889.0
madeingermanyfilmproduktion,22857.5
r2wfilms,45542.0
bulletpictures,9101.2
lcbarreto,22751.0
teleimage,45502.0
imagemfilmes,45502.0
globosattelecine,45502.0
hansonwatleyentertainment,45470.0
phantasmafilms,45431.0
satellitepictures,45406.0
filmistan,45406.0
lafabriquedefilms,22675.5
maipominimal,45154.0
prewarcinema,22464.5
filmclinic,44906.0
missourihistorymuseum,44883.0
unicornstencil,44883.0
unehirondelleproductions,22421.0
laurenzfoundation,44840.0
madeinfilmland,22416.0
cinesi,44830.0
makuharimedia,22344.5
guaguaproductions,44689.0
unleashedfilms,44582.0
desertflowerfilmproductions,44348.0
mrbrownentertainment,44348.0
mtmwestfilmtelevision,44348.0
bsiintlinvest,44348.0
canadianfilmorvideoproductiontaxcredit,14751.0
bellmedia,22126.5
therogersgroupoffunds,44253.0
sphinxproductions,44253.0
vpfinance,44234.0
cartuna,44230.0
glandpowerfilms,44230.0
outrefilms,44213.0
zentropasweden,44156.0
heavenpictures,21999.5
looksfilmproduktionen,21883.0
kofilms,43710.0
dignityfilmfinance,5458.375
artecofinova12,21817.5
ica,21817.5
rosafilmes,21817.5
institutcataladelesempresesculturals,43635.0
departmentdeladordogneenpartenariatavec,43635.0
agenceregionaleecla,43635.0
republicaportuguesacultura,43635.0
andergraunfilms,43635.0
kinofilmes,43635.0
bobilux,43635.0
institutodocinemaedoaudiovisual,43635.0
rtpradio,43635.0
regiondespaysdelaloire,43635.0
elevationpictures,5449.5
walnuthillmedia,43593.0
therapyproductions,43583.0
instinctivefilm,10860.25
pncproductions,43403.0
forwardfilms,21659.0
spierfilms,21659.0
zentropaentertainments33,43318.0
homerunpictures,43180.0
lesfilmsdelabutte,43180.0
nodreamcinema,21568.0
archersmark,21544.5
dharmasala,43040.0
lasoficasoficinema,43040.0
dancinggirl,42735.0
theeffectshouse,42735.0
booproductions,21291.0
stefiproductions,21291.0
aronsonfilms,21287.5
northsouthpicturesllc,42557.0
suncastentertainmentllc,42557.0
lesprodsdutresor,42472.0
movemovie,42313.0
exaltfilms,42202.0
moviesfromtheheart,42202.0
valdiviafilm,42166.0
bestboyentertainment,42166.0
departementpyreneesatlantiques,21030.0
snoopadelicpictures,20957.0
suspectentertainment,41914.0
1211entertainment,41914.0
ratbastardprods,41914.0
droentertainment,41914.0
dreamallianceentertainment,13950.666666666666
joyrabbit,41845.0
nextworldentertainment,41845.0
hboromania,20797.5
filmsonor,41569.0
truevisionmediagroup,41537.0
lamissenterprises,41537.0
wickeddelicatefilms,41455.0
abutimarproductions,20725.0
noweather,20714.0
broadviewpictures,20670.0
inthelightproductions,41336.0
onemanshow,41260.0
levelk,41189.0
jagiaguwar,41113.0
romanspring,41045.0
sofica,20470.0
embargofilms,13622.0
elisepearlstein,40846.0
sovikventurecapital,40685.0
all3media,40674.0
minecanariasaie,20299.0
wildoats,40598.0
lopesangroup,40598.0
filmforum,20289.0
cineimage7development,40563.0
castafiore,20274.0
elconsejonacionalparalaculturaylasartes,20270.0
elfondodeinversionyestimulosalcine,40540.0
onezeroproductions,10127.0
shotownpictures,40508.0
siskeljacobsprods,40362.0
sobrasproductions,40179.0
syreestelevision,40124.0
unbrandedpictures,40124.0
euprograme,40124.0
viaplay,40124.0
stockholmfilmfond,40124.0
metafilmstockholm,40124.0
gotlandsfilmfond,40124.0
willowfilms,40119.0
crystalclearpictures,40052.0
polybonafilms,40052.0
ospringemedialimited,39985.0
thevault,39928.0
rixpix,39850.0
nolanmcdonaldfilms,39850.0
fawkespartners,39850.0
axelhelgeland,39673.0
btfilm,39673.0
zinnoberfilm,39673.0
ruditeichmann,39673.0
dieterzeppenfeld,39673.0
helgelandfilm,39673.0
matchboxpictures,19829.5
rezofilms,13174.0
bayerischer,39522.0
farbfilmverleihberlin,39522.0
lalafilms,39522.0
bulabulaartsaboriginalcorporation,39436.0
larrakianationalaboriginalcorporation,39436.0
shaderville,19698.5
cannonballproductions,39275.0
nepifilm,39236.0
sofitedip,39236.0
luciafilms,19601.0
finelinemedia,38933.0
topkapi,38911.0
ticoman,38911.0
phase4films,4857.0
7dmstudios,38699.0
mamboentertainment,38691.0
3wfilms,38691.0
starhaus,38674.0
7thempiremedia,38613.0
nonethelessproductions,38578.0
extraordinaryrenditions,38578.0
firstbirthdayproductions,38578.0
bairdfilms,38510.0
dbcproductionsllc,38492.0
canalbrasil,19216.5
shoutstudios,12806.333333333334
spittingcobrafilms,38419.0
humorousfilms,38419.0
fugitivefilms,38419.0
razorwirefilms,38361.0
groupfilms,38361.0
juvee,12754.333333333334
chickflicks,38263.0
108production,38261.0
soapboxfilms,12746.333333333334
qunicyhillfilms,38151.0
wellspring,38150.0
canonigofilms,38100.0
capacitypictures,38100.0
birdjail,38083.0
pegasustaiheentertainment,18942.0
kewmediagroup,7576.0
thenordpasdecalaisregion,37858.0
thecentrenationalducine,37858.0
appaloosadistribution,37858.0
thebelgianfederalgovernment,37858.0
suboticaltd,5400.857142857143
streetlegalcinema,37731.0
prisonradio,37731.0
bigearsproductions,37710.0
magicfilms,37710.0
gratis7mediagroup,37673.0
regionhautenormandie,37626.0
indefilms4,37626.0
mediaprogram,37626.0
dorianmedia,37516.0
wigwamfilms,12378.333333333334
seepictures,12369.666666666666
greatsoutherndevelopmentcommission,37109.0
windalong,37109.0
lesfilmssurmesure,37108.0
gvproductions,37108.0
kulturemachine,36884.0
durgaentertainment,18419.0
speculativepictures,36838.0
edenrockmedia,18415.0
unclaimedfreight,18373.0
meddinstudios,36746.0
meseerodin,36720.0
lesfilmdulendemain,36720.0
ing,36720.0
mastersmediagroup,36633.0
industryentertainment,12174.333333333334
campfire,4057.777777777778
taxcreditfinance,18237.0
rumur,18235.0
nooripictures,36446.0
campgreayproductions,18168.0
makingfilm,9069.5
sparkwaterindia,36228.0
jslfilms,36056.0
bavariafilmpartners,18023.0
killmedeadlyllc,36027.0
youngbwark,35955.0
altitudefilmsales,11955.333333333334
pistachiopictures,35866.0
exponentialmedia,17913.0
eightandahalfstudios,35757.0
novifilm,35757.0
lightconepictures,35757.0
voilafilms,35757.0
pointparkuniversity,35688.0
steeltownentertainment,35688.0
nerofilmsag,17783.0
worldrecordheadquarters,35555.0
boxproductions,17731.5
cornerofthecavemedia,35431.0
laregionlimousin,35322.0
cine8,35322.0
chazproductions,35322.0
sigmavog,35321.0
brittanyhousepictures,11770.666666666666
quixoticroad,17656.0
emediafilms,35312.0
theteachersalaryproject,35148.0
sinsentidofilms,17524.0
bonitafilms,35048.0
luluproducciones,35048.0
axiomfilms,35048.0
imprintpictures,17509.5
mediaservicecorporation,35017.0
oneinarowfilms,35017.0
falloutentertainment,35017.0
niftypictures,34793.0
standaloneproductions,34793.0
heartheadedproductions,34793.0
sunnysideup,34768.0
thomastull,34665.0
evergreenpictures,34630.0
fraydunproductions,34563.0
eurowidefilmprod,34525.0
kiarostamifoundation,34483.0
logiepictures,34411.0
nfb,34404.0
roguesgalleryproductions,34366.0
palomanegrafilms,34282.0
geminipictures,34249.0
signebaumanestudio,34236.0
porkchop,34193.0
screenterritory,34193.0
tightshipproductions,34025.0
sundreammotionpicturesltd,33976.0
baybridgeproductions,16908.5
lecnc,16880.0
aksonstudio,16721.5
vp,33443.0
nina,33443.0
pisf,33443.0
haslundfilms,33416.0
tandempictures,16672.0
rainydayfilms,16630.0
sarahradclyffeproductions,33260.0
ningxiafilmstudio,33212.0
dinglongdainternationalculturemediacoltd,33212.0
aloneinberlinltd,33125.0
mastermovies,33125.0
dreamlandstudios,16518.0
pdd,33024.0
areelinheritancefilms,33024.0
turkishradiotvcorp,16488.0
zeynofilm,16488.0
sistersandbrothermitevski,32976.0
kalegrubu,32976.0
mpaapsaacademyfilmfund,32976.0
production2006,32976.0
turkishministryofcultureandtourism,32976.0
produkcijasarajevo,32976.0
macedoniasfilmagency,32976.0
rffinternational,32976.0
nulookyapim,32976.0
filmfoundationsarajevo,32976.0
nazirafilms,32869.0
taglinepictures,16419.5
limorshmila,32828.0
bdifilmsinc,32766.0
nakededgefilms,10895.0
tappelluftpictures,32617.0
eikelandhaug,32617.0
ikenokoi,32608.0
daskleinefernsehspiel,8135.25
13films,5408.666666666667
corradomooncoinmedia,32452.0
junglebookentertainment,16151.5
playa,32251.0
toonzentertainment,32188.0
maretazocine,32127.0
screenmediafilms,5330.333333333333
americasfilmsconservancy,31982.0
empyreanpictures,31982.0
riofilme,31982.0
oboticario,31982.0
bossanovafilms,31982.0
eversoclose,31982.0
conspiracaofilmes,31982.0
compassentertainment,10633.333333333334
epicmatchmedia,31900.0
fivebyeight,15924.0
berkeleyfilm,31736.0
irisfilms,15778.5
silvioclementelli,31539.0
dreamdancefilmsllc,31478.0
studioserver,31443.0
russia1tvchannel,31443.0
asmikaceentertainmentltd,15703.0
redthreadproductions,15699.5
argotpictures,15624.5
bethharringtonproductions,31249.0
vikingfilm,15617.5
scalisepictures,31224.0
goodfortunefilms,15588.5
urbanfactory,31177.0
marymurphyco,31135.0
resolutefilmsandentertainment,7783.25
3leggeddogfilms,15566.5
kinosmith,15566.5
gmmgfilms,31100.0
bernardscuraprods,31056.0
historia,10351.0
gunsandfame,31031.0
themgoldwolves,31031.0
helicotronc,30989.0
bluemondayproductions,30989.0
lslprods,30975.0
stardustpictures,15452.5
dotdotdotproductions,15452.5
hunanhighlandculturemediaventurepartnership,30830.0
hwbuffaloco,30743.0
farfilms,30743.0
angelfineproductions,30743.0
apoanakproductions,30662.0
mmcjoulefilms,15327.5
nfc,30600.0
enhautdesmarches,30588.0
coffeeandfilms,30588.0
tsf,30588.0
filmfactory,30588.0
laregionbretagne,30584.0
cinemage12,30584.0
palatineetoile15,30584.0
newartistsalliance,5097.166666666667
sentinelpictures,30566.0
atlasdistributioncompany,30531.0
helloplease,15254.0
steelyardpictures,30444.0
iqfilms,30444.0
tikibarfilms,30312.0
alturafilmsinternational,30245.0
nadconfilm,30207.0
renoproductions,10062.0
whitewhalepictures,30186.0
rubbertreeplant,30186.0
cineenconstrucciontoulouse,30169.0
factorrh,30169.0
malandrofilms,30169.0
centronacionalautonomodecinematografiacnac,30169.0
residentartistfilms,30168.0
chinavisiongroup,15071.0
beijingheavenculturedevelopment,30142.0
hugofilmproductions,15057.5
novotnyandnovotny,15057.5
llejuprods,10033.333333333334
tvc,10025.0
deuxiemelignepictures,29963.0
editionsalzgeber,29963.0
urucumedia,29963.0
oakmotionpictures,29963.0
cooltakepictures,29963.0
dutchmenfilms,29863.0
grooveworx,29863.0
lucidentertainment,14868.0
lakehousefilms,29725.0
illuminariafilms,29634.0
shanghaifilmstudios,14783.0
libertyroadentertainment,29384.0
heavydutyentertainment,29384.0
allritesreserved,14680.5
richhippieproductions,29361.0
wetpaintproductions,29245.0
3sat,9748.0
digaudio,29233.0
unitedtalentagency,29233.0
divafilms,29200.0
transcendentalmedia,29050.0
uptonepictures,14475.5
prodigalfilm,28951.0
menafilm,28884.0
jeffprosserman,28850.0
cbfilms,28791.0
martinentertainmentgroup,28782.0
pantryfilms,28782.0
industryartistsgroup,28782.0
screeningemotions,9551.0
abraxasfilms,14326.5
graalfilms,14326.5
colose,28563.0
centuriafilms,28563.0
montrosepicturesfilm,28450.0
agavfilms,14205.5
hamonhafakot,28411.0
closerproductions,7096.25
wakemedia,28281.0
newcityroad,28281.0
willhousemedia,28208.0
letvpicturescoltd,28184.0
leshiinternatinformationandtechnologycorp,28184.0
beijingkunrungaohonginvestmentcoltd,28184.0
8750films,14090.0
sasquatchfilms,14077.0
nrk,14036.0
wgfilms,14036.0
yletv,28072.0
snepartners,28059.0
joaquimduartegomes,28059.0
newmexicomediapartners,28059.0
explosionfilms,28041.0
medtv2,28000.0
jahatten,28000.0
filmfourinternational,13999.5
newfundforcinemaandtv,13970.5
multimediaest,27813.0
centrulnationalalcinematografiei,27813.0
luxfilm,27723.0
shanxiartdragonfilmandtelevisioninformationcenter,27477.0
qiandongnandanzhaitvstation,27477.0
themoviescoltd,27477.0
vertigoculturemedia,27477.0
blackfincultureandmediaco,27477.0
chinafilminternationalmediacoltd,27477.0
sphinxmediagbr,27253.0
neosfilmgmbhandcompany,27253.0
ccmediengmbhandcompany,27253.0
belladonnapictures,27160.0
maxborn,27099.0
enderbyentertainment,13539.5
monicabeachmedia,27000.0
alexandreaja,26826.0
lapetitereine,26826.0
blueunderground,26826.0
thomaslangmann,26826.0
redbarn,26799.0
digitalartsny,26799.0
nederlandsfilmfonds,26755.0
desviafilmes,26755.0
malbichocine,26755.0
tapworld,26747.0
nationallottery,13349.5
lilting,26699.0
microwavefilm,26699.0
stinkandsumsfilmmedia,26699.0
filmlondon,26699.0
peaceofficerllc,26632.0
tiltedpictures,26630.0
boundercad,26630.0
shinawilproductions,26630.0
yellowmoonpost,26630.0
fireflyfilm,8865.666666666666
wellcometrust,4415.5
renartfilms,13222.0
mantisfilm,26443.0
newvoice,26409.0
rumblefilms,13142.0
studiourania,13078.5
dublinfilms,26157.0
cartilagefilms,26123.0
watersendproductions,13055.5
hboeurope,5221.0
nutprodukce,26105.0
mayaproductions,26083.0
purposepictures,26019.0
ridgerunnerfilms,26019.0
anthempictures,26019.0
aimimageproductions,8667.333333333334
sumsfilmmedia,26002.0
paulgrimault,25950.0
gibe,25950.0
antenne2,25950.0
littleteethpictures,8645.0
fogcitypictures,12937.0
buscavidafilms,25866.0
25thframe,25855.0
alternativecinema,25844.0
loveless,12909.5
withfullconsentproductions,25756.0
lotteentertainment,12876.5
digitalconceptsgroupplus,25753.0
hivemedia,25753.0
hofilm,25753.0
nova,25696.0
thegreekfilmcenter,25696.0
forestbakerprods,25517.0
isorisntentertainment,25423.0
shootingfilms,12688.0
shenzhenstartimeculturemedia,25358.0
rockviewpicturesentertainment,25358.0
moyaentertainment,25358.0
messengerentertainment,25358.0
andreasperling,12671.0
morley,8446.0
cannon,12669.0
fidafilm,12657.0
lira,25314.0
lightingentertainment,25294.0
reconsiderfilm,12643.5
titreetstructureproductions,25209.0
bigatomproductions,25027.0
outpostpictures,25027.0
luckyfilms,25015.0
yoshimotocreativeagency,24956.0
yoshimotokogyocoltd,24956.0
kerrisfilms,24888.0
ampfilm,24888.0
grupoherdez,24852.0
grupoaltavista,24852.0
buenaventuracine,24852.0
revolution435dccinemamaquina,24852.0
edenred,24852.0
waterstone,12376.0
subzerofilmentertainment,24752.0
visionplusfund1,24752.0
driftingcloudproductions,24661.0
flordelotopictures,24638.0
touscoprod,12282.5
soficacinemage3,24565.0
kostrfilm,24565.0
europasound,24565.0
konstnarsnamnden,24565.0
bliss,24565.0
girlsgottaeatentertainment,24545.0
josephkaufmanproductionsinc,24476.0
seastudiosfoundation,24449.0
mynewpicture,12206.5
auriliaartsproductions,24400.0
crimsonfilms,24400.0
aquiyallifilms,24358.0
3kpictures,24296.0
feistydameproductions,24296.0
rippedpictures,24284.0
defectorfilms,24284.0
rockginger,24284.0
shanghaistreetfilms,24284.0
maximfilms,24284.0
blakdotproductions,24284.0
nitefixproductions,24210.0
mattioliproductions,24210.0
d8,24134.0
thefilm,24134.0
apidev4,24134.0
twelveoclockfilms,24090.0
lostfootagefilms,24090.0
soandbrad,8027.666666666667
sahamongkolfilmintl,12012.0
firebreathingfilms,23986.0
traversemedia,5982.0
filmlab,23901.0
cismaprodues,23884.0
asylumentertainment,11934.0
entertainmentfactor,23833.0
solomonssignatureproductions,23701.0
riotstudios,23689.0
filmactionoregon,23667.0
steamboatproductions,23667.0
volcanofilms,23538.0
ring5productions,23487.0
lamppostproductions,23449.0
studio4c,23248.0
boomdozer,11614.0
primetime,11601.5
uscshoahfoundation,11558.0
friendsoffafg,23116.0
31juinfilms,23050.0
mediajuicestudios,23043.0
cavupictures,7662.0
bbcgfilms,22930.0
milkboyentertainment,22930.0
kevinmillerxiproductions,22887.0
blackdove,22781.0
forestparkpictures,22729.0
magichourentertainment,22664.0
silverliningfilmgroup,22664.0
artresmediafilms,22555.0
francolondonfilms,22542.0
cabinfilms,22539.0
triofilm,22440.0
oasefilm,22440.0
thearchivesproject,22293.0
polymorphicpictures,22270.0
mindseyeentertainment,2779.125
vmiworldwide,4446.6
bridgegatepicturescorp,7411.0
livebaitentertainment,22157.0
mozarkproductions,22157.0
jhoomjhoomproductions,22121.0
sohamrockstarproductions,22121.0
lflentertainment,22112.0
code3films,11053.5
freeformspain,22083.0
berwickstreetprods,22083.0
devonshire,22083.0
tranquilseas,22083.0
transfigurationproductions,21926.0
yokel,21882.0
greenestreetfilms,10871.0
ironboundfilms,7217.333333333333
artangeltrust,10805.0
mobydickfilms,10799.0
arpselection,21598.0
leocadiafilms,21595.0
whiskygaloremovieltd,21551.0
bigleo,21527.0
creativechaosventures,21497.0
sprayregenfamilyfoundation,21497.0
woodproducciones,21496.0
maizproducciones,21496.0
bossanovafilms,21496.0
fbproductions,21456.0
dexiabelgacom,21456.0
cine,21456.0
felixbreisachmedienwerkstatt,21327.0
wor,21327.0
realworks,21327.0
bootmenproductions,21172.0
carnivalesquefilms,21154.0
dogwoodfilms,21154.0
playonproductions,21147.0
animal,21142.0
redrentalas,10565.0
documentreefilms,21130.0
goodrolling,21130.0
thehappysllc,21108.0
wildheartfilms,10543.5
wolfcreekpictures,10543.5
hugheshousefilms,21087.0
mcmahonintlpictures,21087.0
sanfranciscoindependentcinema,21031.0
twomaskedmen,21031.0
fastnetfilms,4184.4
wishbonefilms,10436.5
modusoperandifilms,20840.0
smokemirrors,20840.0
greenparkpictures,20778.0
tvpsa,10381.0
funacjamomafilm,20762.0
britdoccircle,20762.0
pukstudio,20762.0
endorfinastudio,20762.0
serekfilms,20762.0
mazoviafilmfund,20762.0
landofmissingparts,20726.0
sobnoisse,6908.0
hillfarmproductions,20669.0
bujuliecinema,20669.0
hanklevinefilm,20620.0
watchmenproductions,20620.0
hbolatinamericaoriginals,20620.0
coracaodaselva,20620.0
compagnieericrohmer,20589.0
summerstorm,4114.2
gravitasventures,893.695652173913
blacklistdigital,10277.5
lolasproductions,10277.5
tornskyentertainment,20555.0
brookproductions,10268.5
industrystandardfilms,20507.0
mudflapfilms,20507.0
santanafilms,20507.0
dipperfilms,20486.0
unbrokenpictures,6811.666666666667
zedfilmworks,10217.5
goinsanefilms,10217.5
outlawproductions,10215.5
canyoncreekfilms,20431.0
inkoilmuseproductions,20431.0
dramaticforces,20370.0
doriberinstein,20370.0
picadillypictures,10148.0
bigpondproductions,20296.0
bigbadwolf,20296.0
ministeredelaculturedelarepubliquefrancaise,20175.0
michaelmailerfilms,20136.0
forzaproductions,20100.0
tagtraumfilmproduktion,19988.0
prounenfilm,19988.0
medusaditribuzione,9919.0
capitolchristiandistribution,19836.0
hometheaterfilms,19836.0
thecreationlab,19836.0
threefolkspictures,9861.0
blackrosefilms,19705.0
alazrakifilms,19700.0
brunowangproductions,19696.0
comadesthlm,19696.0
newaleypictures,19634.0
independentartistsfilmproduktion,19631.0
aporiafilmworks,19608.0
redcarpet,19608.0
concannonproductions,19600.0
dcshoes,19537.0
freemanfilm,19412.0
reversalfilms,19412.0
rossfilm,19375.0
alamodefilmdistribution,19373.0
christmasinjuly,19373.0
propellerfilms,19339.0
antelopefoundation,19339.0
lbcfilms,19339.0
probono,19245.0
pagano,19245.0
shaftwayproductions,19237.0
houselightsmedia,9593.0
f8filmworks,19183.0
pandoracinema,19147.0
philmcintyrepromotions,19147.0
existentfilms,19128.0
oriahentertainment,19128.0
opensocietyfoundations,9524.5
slendromedia,9518.5
chaotik,19037.0
wishingwellpictures,19003.0
braveartfilms,9478.5
smf,18957.0
tiderockmedia,6293.666666666667
dpdctv,18863.0
dkentertainment,18863.0
musaproductions,18863.0
texasinvestments,18863.0
ridgestonemediallc,18851.0
seriousproductions,18823.0
independent,6259.666666666667
ellenglazefilms,18779.0
julientertainmentmediaco,18759.0
zentropaspain,18686.0
boweryhillsentertainment,18654.0
mondoparadosofilms,18654.0
wondervision,18654.0
visionarypictures,18642.0
tvgalsmedia,18618.0
magmacine,18572.0
bananeirafilms,18572.0
electus,18395.0
dumbdumb,18395.0
requiredviewing,18364.0
rolandfilms,18364.0
jamesbruceproductions,18364.0
visitfilms,6083.0
tickettoride,9119.0
nightkitchenproductions,18238.0
redapple,18238.0
heathenfilms,18123.0
cinemaconservancy,18123.0
meadowpointmotionpictures,18089.0
fullhouse,6025.333333333333
cavepictures,6020.666666666667
faithstreetfilmpartnersii,18062.0
hopefilledmedia,18062.0
veryspecialprojects,18051.0
navigatorfilm,18020.0
lesfilmsdusiecle,18010.0
allcaps,18006.0
brgroup,18000.0
inkconnection,18000.0
julijette,18000.0
greenwoodfilms,17977.0
smugglerfilms,5976.333333333333
theartofelysium,5923.333333333333
mangustaproductions,5914.666666666667
peaceproductions,17744.0
sumatrafilms,17744.0
2b,17744.0
sterlingrockproductions,17727.0
storybridgefilms,5889.666666666667
zuckerproductions,17669.0
maidavalefilms,17646.0
digitaudio,17646.0
beachhousemusic,17646.0
varientpictures,4389.5
thepardongroupllc,17518.0
menemshafilms,17506.0
prproductions,8751.5
lyttaproductions,17503.0
peapiefilms,8742.0
02filmes,17484.0
midnightsunpictures,8739.5
gif,17479.0
rexmedia,17479.0
dragonflypictures,17472.0
samllformfilms,17309.0
mssngpeces,17282.0
seethinkfilms,17282.0
emergingpictures,17205.0
meetai,17205.0
bellavocefilms,17205.0
vimeo,17205.0
hiddenvillagefilms,17205.0
magicviolet,17186.0
blackvalleyfilms,17181.0
royalavenuechelsea,17161.0
goodlapproduction,8562.0
lyricinternational,17110.0
celco,17107.0
gcpixllc,17107.0
checkentertainment,17107.0
jerimacafilm,17061.0
mainstreetproductions,8524.0
mansionpictutes,17036.0
zonbomedia,17000.0
homerunasia,17000.0
steadyorbits,16987.0
foliumfilms,16971.0
paperchainproductions,16878.0
risbergschillingproductions,16839.0
cofinova,16831.0
winklerfilms,8408.0
twirlyfilmslimited,16775.0
objective49,16772.0
preceptproductions,16772.0
olsenentertainment,16769.0
red56,16769.0
