company,avg
partizanfilms,2256227.6
identityfilms,2255424.0
hautetcourt,1405737.75
microscope,1405649.5
showbox,2241831.6
senatorglobalproductions,11114018.0
revisionpictures,11114018.0
tempoproductions,1577808.142857143
microfusion,11036366.0
heymanhoskinsproductions,11036366.0
hughesentertainment,10986645.0
nbcfilm,5491182.0
frostbacks,10982364.0
frequencyfilms,10895295.0
rhinofilms,2721949.75
ternionentertainment,10823158.0
faproductions,10823158.0
emucreekpictures,3588008.6666666665
ammaasante,10726630.0
lailanabulsi,10680275.0
pronegunmanaie,10664749.0
pronegunmanlimited,10664749.0
fadetoblackproductions,10663357.0
kalinginternational,5320711.5
locomotive,2650702.0
screenireland,1759852.0
fiseireann,5279556.0
artinafilms,1757418.1666666667
skedatdedatproductions,10534510.0
jellyrollproductionsltd,10525717.0
signatureentertainment,1751233.0
halbwallis,10462500.0
fourboysentertainment,10429707.0
lorimarfilmentertainment,10360553.0
zentropaentertainments,858872.75
espnfilms,3423801.0
mistralworldwidecompany,10229300.0
europeanfilmproductions,10214647.0
sundialpictures,928126.0
ramblerentertainment,10205616.0
nextwednesday,5089637.5
institutfrancais,2544145.25
kanbarentertainment,10143779.0
gimagesfilms,10130108.0
headforceltd,10130108.0
zdf,337374.06666666665
aideauxcinemasdumonde,3359987.6666666665
starlightmedia,10051659.0
hudlinentertainment,10051659.0
chestnutridgeproductions,10051659.0
amarkentertainment,5013523.5
nextdayairproductions,10027047.0
secretsocietyfilms,10027047.0
meleeentertainment,10027047.0
mikado,10019109.0
typeafilms,10011996.0
lonelyisland,5005947.5
mistersmithentertianment,3334143.3333333335
mavenpictures,830733.25
reserveentertainment,4967918.5
brazilproductions,9929135.0
diaphana,1233451.625
screenyorkshire,365384.14814814815
longfellowpictures,2445618.25
shadepictures,9737892.0
cottageindustries,9737892.0
chrysler,9737892.0
jorvaentertainmentproductions,4849960.5
piercewilliamsentertainment,2424466.25
hamiltonentertainment,3231929.6666666665
adelaidefilmfestival,1211971.625
screenwest,1207298.625
lotterywest,1207298.625
doubleguess,9619500.0
electricpictures,9619500.0
metafilmlondon,4799991.0
sparkfilmtv,9599982.0
sherazadefilms,4795786.0
visitorpictures,4795786.0
rickardpictures,9561064.0
astralmedia,1365839.2857142857
blackbird,1587713.0
screennsw,453188.8095238095
tabletopfilms,9511289.0
redchilliesentertainment,1572541.6666666667
summitpremiere,4710273.0
mandoopictures,9420546.0
huayitencententertainmentcompany,9420546.0
eracmeentertainment,9420546.0
dreamfactorygroup,9420546.0
filmwave,2345789.25
westegg,9369755.0
frankiefilms,9369329.0
ratpacduneentertainment,9362785.0
eldeseo,1334733.7142857143
versusproductions,1166166.25
tf1droitsaudiovisuels,1554575.1666666667
deontaylorenterprises,3100971.3333333335
thirdeyemotionpicturecompany,3091743.6666666665
selvapictures,9270920.0
ministredesaffairesetrangeres,3082742.6666666665
greekfilmcenter,3080680.3333333335
rocketscience,1153348.875
hollywoodgang,2302219.0
lemmingfilm,2301409.75
matalonteperohlsson,9170214.0
emmettfurlaoasisfilms,436639.04761904763
arcentertainment,1016923.6666666666
umedia,507107.1111111111
bakerstreet,2280347.0
infiniteentertainment,4548536.0
huevocartoonproducciones,9080818.0
spiritdance,9055010.0
codeblackentertainment,3002666.0
earthship,8968684.0
isleofmanfilm,447992.3
reprisalfilms,2986593.3333333335
infinitymedia,2977210.0
greenstreetfilms,4457000.5
polishfilminstitute,741336.9166666666
singlecellpictures,2962053.3333333335
mirabaifilms,8874389.0
statementpictures,2953879.3333333335
adlabsfilms,4428882.5
eurimages,275753.71875
rtbf,383228.652173913
diamonddocs,801274.4545454546
peakdistributionpartnersllc,2937803.3333333335
filmfinancialservices,8813410.0
blockade,8813410.0
ciby2000,2916232.3333333335
capcom,8742261.0
tbpinc,8742000.0
26films,2893846.6666666665
egolitossellfilm,1083842.75
opusfilm,1731662.2
themovienetwork,577059.8
videovisionentertainment,2885130.3333333335
artemisrisingfoundation,716866.75
vivendientertainment,4300639.0
vipmedienfonds12,8580428.0
targetmedia,8580428.0
starlingsentertainment,4273522.5
nebulastarfilms,8547045.0
redboxfilms,1217377.5714285714
mk2,651391.2307692308
summertimeentertainment,8462347.0
stormking,8434601.0
onthecornerfilms,2804381.3333333335
kaleidoscopeprods,1663583.2
temprogramsinternational,8316206.0
swedishfilminstitute,690384.25
olympuspictures,1656917.4
duplassbrothers,635615.0
darkoentertainment,1374675.8333333333
survivalpictures,4118741.0
mikemedavoyproductions,8224288.0
ifcfilms,241840.0
kabirkhanfilms,8178001.0
brightlightpictures,1167042.857142857
scopepictures,338236.0833333333
joannesellar,8110975.0
freshproduction,8094616.0
harmonkaslowjohnaglialoroprods,4044203.0
luckymonkey,2017558.5
mhfzweiteacademyfilm,8050977.0
tadmorgroup,2679022.6666666665
cosmicpictures,4010360.5
arcanepictures,8020721.0
nwavepictures,4004838.5
aldamisaentertainment,2669387.0
quickdraw,8008161.0
illuminatapictures,8005586.0
paulmaslanskyproductions,8000000.0
greenroomfilms,3959787.0
lbproductions,7919574.0
alverniastudios,7919574.0
onmyown,7916887.0
pandorafilmproduktion,376877.61904761905
hugoproductions,3950144.0
nationalaeronauticsandspaceadministration,7895708.0
parksidepictures,1127920.5714285714
southpawentertainment,2628431.3333333335
augustafilms,1576470.8
wildfirefilms,3934398.0
canadianbroadcastingcorp,1953735.25
pregerentertainment,7791979.0
watersbrothers,7791979.0
passionpictures,278258.28571428574
mxnentertainment,7779614.0
premisemediacorporation,7720487.0
mckinneyunderwaterproductions,7714996.0
poopoopictures,7689607.0
impixinc,7683267.0
part2filmworks,3815135.5
mpowerpictures,1904470.25
mottopictures,380631.6
jeffricefilms,1086465.142857143
republicpictures,7600000.0
bolexbrothers,7578946.0
spzentertainment,7578946.0
pricel,7578946.0
lesfilmsaction,7578946.0
asgharfarhadi,3784419.0
howardwkoch,7564608.0
corusentertainment,1877927.25
thebureau,834521.0
catchplay,3741561.5
medienboardberlinbrandenburg,297791.64
estarsdistribution,7388654.0
dragonflyentertainment,1464762.6
iconoclastfilms,1463906.8
indigofilm,1216693.8333333333
fivepointsmedia,3646393.5
efofilms,3624341.0
ltblproductions,7233471.0
sobrasinternationalpictures,2409542.3333333335
silmetropoleorganisation,2409167.0
pinewoodpictures,719382.4
3311productions,892949.0
globalproduce,2376287.6666666665
cyrk,3564394.5
gandg,7100177.0
fabriciadecine,7100177.0
sharpswordfilms,7100177.0
ylk,7100177.0
percymain,7099531.0
parasgardbank,7098492.0
asiapacificscreenawards,7098492.0
historyfilms,887058.0
siennafilms,2363253.6666666665
wegafilm,2362060.3333333335
lesfilmsdulosange,1413963.2
briarcliffentertainment,3526283.5
mpowerdistribution,7013191.0
universalzanuck,7000000.0
thefilmworks,6994218.0
schmitdtzkatzfilmkollektiv,6994218.0
zebrafilmstudio,6994218.0
kylinpictures,6901965.0
anomallyentertainment,6901965.0
thinmanfilms,2289897.6666666665
superecran,2287300.0
minitreatycanadafrance,6857096.0
tsprods,6857096.0
phigroup,6857096.0
cogecoprogramdevelopmentfund,6857096.0
oceanamediafinance,3398848.0
samuelsmedia,6777741.0
paradigmhydefilms,6759422.0
talepartnerships,6759422.0
rhodeislandave,6758416.0
televisacine,3373342.5
breakthrufilms,6735118.0
lesfilmsdufleuve,559204.0833333334
127wall,6708137.0
houstonkingproductions,1674304.5
secretpublicproductions,3342024.5
dr,607081.1818181818
anotherparkfilm,6670765.0
crefilms,2209056.6666666665
parkpictures,1102729.0
freestylepictureco,3303360.0
bonainternationalfilmgroup,3297479.5
block2pictures,6594959.0
jettonefilms,6594959.0
mohofilms,3284908.5
slbfilms,3278523.5
wintersboneproductionsllc,6531503.0
oceanblueentertainment,1632377.25
yorubasaxon,1625268.25
metanoiafilms,6485961.0
lepacte,461354.78571428574
prosperopictures,2148573.0
centrenationaldelacinematographie,917299.4285714285
sbsproductions,534724.4166666666
mattbaerfilms,3202004.5
sweetheartproductions,6401297.0
movieplus,2131510.3333333335
suddenstormentertainment,2123874.3333333335
staterunfilms,6352306.0
picturesinparadise,1585468.0
ufund,899736.8571428572
rsvpentertainment,2079913.3333333333
shenghuaentertainment,2079234.0
neueconstantin,6217413.0
universal1440entertainment,3108448.5
newfoundlandandlabradorfilmdevelopment,3106582.0
biebertimefilms,6206566.0
islanddefjammusicgroup,6206566.0
wittthomasproductions,6200000.0
citadelcanadianfilms,3085499.0
screendoor,6170998.0
rinkrat,6170998.0
doublenegativefilms,6115824.0
windfallproductions,6115824.0
rohitshettyproductions,3048922.0
level1entertainment,3045086.0
filmstiftungnrw,869713.0
endurancepictures,3034802.5
reismanproductions,6046104.0
stillrollingproductions,6046104.0
harrisonproductions,6046104.0
nexusfactory,604258.2
barnettethayer,6008677.0
entertainmentfilms,3001631.0
materialentertainment,6003262.0
woestijnvis,6002684.0
suchmuchfilms,6002451.0
judilevine,6002451.0
stephennemeth,6002451.0
jonkilik,5990075.0
atlanticentertainmentgroup,5979011.0
lightfuse,5958315.0
gettaway,5958315.0
c2pictures,5946136.0
calvarypictures,1980717.3333333333
graceworkspictures,2971076.0
thornemi,5900000.0
panzer,5900000.0
bbcstoryville,421024.64285714284
newzealandfilmcommission,490887.1666666667
theorchard,202410.8275862069
pathedistribution,2926060.5
kg,5845732.0
tobisfilmgmbhco,5845732.0
traziendefilms,1947653.6666666667
efcine,5842961.0
doscorazonessadecv,2917827.0
cinemage4,1458164.0
sidusfnh,2912150.5
spkpictures,2898758.5
toffguyfilms,2892682.0
creativeengland,304025.94736842107
zoo,2887019.5
jinyicultureinvestment,5757906.0
pandaproductions,5757906.0
imaxdocumentaryfilmscapital,5757906.0
luckyyoupicturesinc,5755286.0
atlanticproducitions,1917047.0
sky3d,2875570.5
cvfx,5751141.0
onsight,5751141.0
vision3,5751141.0
imageabudhabi,5749134.0
lagofilm,2851041.5
mazurkaplancompany,1892036.6666666667
nellyfilmslimited,5676110.0
mysticpointproductions,5676110.0
themobfilmcompany,5676110.0
panamaxfilms,2836458.5
newlandfilms,5669081.0
mikesmoviesozworks,5666340.0
wellmadestarm,5666340.0
fusemediaandculture,5666340.0
unpluggedstudios,5666340.0
boramentertainment,5666340.0
modernpeople,5664763.0
usafilms,5658940.0
sixteenfilms,468048.3333333333
lifetimefilms,5608745.0
dreammanagementandentertainment,5571497.0
elgobiernodelestadodesonora,5571497.0
cofinova6,1383532.75
neueroad,1842947.6666666667
creativedifferences,1842933.3333333333
xingufilms,2763151.0
fablehouseproductions,1841057.6666666667
filmlinkinternational,5519569.0
hbodocumentaryfilms,323491.9411764706
luckyred,914428.5
filmpoolstockholm,5427684.0
malardalen,5427684.0
hopeproductions,1355287.0
limelight,1076967.6
eospictures,5359774.0
gravitasproductions,2677923.5
americanfamilystudios,5355847.0
untitledentertainment,1784528.6666666667
sakonnetcapitalpartners,5353586.0
elementfilms,1782218.0
vipmedienfonds4,1060287.6
aramidentertainment,1055339.4
endangeredfilmcompany,5274950.0
ninestoriesproductions,876957.5
rohfilm,1051952.6
palmpicturesllc,5241315.0
cgcinema,872042.6666666666
curiousfilms,2605595.0
nzonair,1302486.25
defenderfilms,1735157.0
pikifilms,2602735.5
taikawaititi,5205471.0
kddicorporation,5201879.0
filmscience,860516.3333333334
wiedemannberg,1718075.3333333333
franklinstreetcapital,2565677.5
ikirufilms,1710015.0
produccionesmod,5101237.0
menageatroz,5101237.0
magnaentertainment,5083906.0
youngerthanyouproductions,5083906.0
sweetlandfilms,5078660.0
hellojunior,5059608.0
parkpicturesfeatures,1262283.0
dracofilms,2521781.0
redbullmediahouse,840171.5
filmfinancecorp,2509108.5
martinransohoff,5017811.0
libertyfilms,1670054.3333333333
fuworks,1245162.25
longride,2478517.5
killthehead,4948975.0
gilfriesen,4946250.0
temoloproductions,4946250.0
audleyfilms,1647400.6666666667
lionsgateuk,1226692.75
pfpfilms,4890878.0
templefilms,4890878.0
lepictures,4886216.0
nightchills,4875436.0
victoiresinternational,4857374.0
pirolfilmproductions,4857374.0
sabanfilms,173444.39285714287
michaelwhiteproductions,2421270.5
verticalentertainment,439374.2727272727
thefilmarcade,804175.3333333334
makepictures,2408071.0
dawnparouse,4816142.0
greatscottproductions,4806750.0
deepundergroundfilms,4799774.0
serprocoranstalt,4793587.0
bollkgproductions,4775656.0
heroldproductions,4775656.0
saundersfrench,4772155.0
mandarincinema,433216.63636363635
rudyfilms,2361709.0
screenpasspictures,2361509.0
boomtownfilms,4719928.0
metafilms,943595.6
fuegofilms,1570930.6666666667
panamafilmcommission,4712792.0
epicentralstudios,4712792.0
imgfilms,784222.3333333334
liftproductions,4694491.0
circlefilm,1564827.6666666667
movistarplus,775005.1666666666
itacafilms,663594.4285714285
britishfilminstitute,772038.1666666666
rifkineberts,4598506.0
apocalypsopictures,4580048.0
filmrites,2287018.5
opuspicture,4563029.0
indianaproductioncompany,1136327.5
institutodelacinematographiayartesaudiovisuales,1133884.75
thematchfactory,301515.93333333335
janchapmanfilms,2255893.0
cedarcreekprods,1127400.0
milkshakefilms,2254161.0
impactproductions,2245977.5
armadafilms,2232619.0
thinkfilm,1115888.75
newsouthwalesfilmtelevisionoffice,2222318.5
247films,1481134.3333333333
andypaterson,4438438.0
trinifold,4438438.0
dulynotedinc,4404154.0
polar,4398989.0
clockworkpictures,4398532.0
marmontfilmfinancing,4398532.0
motelfilms,4398532.0
hectorbv,4398532.0
alsrecordsandtapes,4378426.0
time,4378426.0
utopiafilms,4367448.0
rajshriproductions,4364639.0
theexchange,484785.1111111111
representationalpictures,1447022.3333333333
telefe,481019.0
bellwetherfilms,4328850.0
slotmachine,861154.0
wsfilmproduktion,1433227.6666666667
highlandfilmgroup,428636.7
michaelfiorefilms,2143183.5
blueriderpictures,1070227.25
thedocumentarycompany,1426279.3333333333
wdr,177758.125
sundanceselects,249652.88235294117
lapiproductionsinc,4235837.0
sikhyaentertainment,1057875.0
darmotionpictures,1410500.0
nfdc,4231500.0
grandviewpictures,4221817.0
memfisfilm,1406512.0
fabricadecine,2106247.0
llcprimeredianentertainment,2106247.0
vingtdeuxheuresvingtdeux,4212494.0
astrakanfilmsab,4210454.0
fearofgodfilms,4200117.0
israelfilmfund,522402.875
artemisprods,261198.8125
assassinfilms,4170647.0
trompostudios,4165949.0
dcpproductions,4164911.0
gagacorporation,831828.4
emmedia,415517.5
shalerentertainment,4151836.0
samwilla,4151836.0
celluloidnightmares,2052561.5
merantaufilms,2052561.5
northwestproductions,4104962.0
segueproductions,4100000.0
oxford,4100000.0
neonproductions,2046685.0
pinedistrict,4067398.0
morenafilms,405436.4
entertainmentstudiosmotionpictures,4046429.0
oceanparkentertainment,4046429.0
74850,4046429.0
fibonaccifilms,2022912.0
backallieprods,2019783.5
smallman,2015681.0
caviar,804718.2
supercrispyentertainment,446395.44444444444
deuxchevaux,4011530.0
katsizefilms,4011530.0
islandpictures,2003840.0
tmc,4007003.0
whitehorsepictures,2003381.5
schrammfilmkoernerweberproduction,1326870.0
confieldpictures,3965090.0
xofaproductions,3958546.0
magnoliaentertainment,989421.0
soficinema6,3954651.0
texonentertainment,3950294.0
diabloentertainment,787260.4
gvnreleasing,1966284.5
sevenpicturesfilm,1960608.0
jjpictures,3909149.0
vcreations,3903095.0
aperfectweekend,1300728.3333333333
filmunited,3902185.0
thestevetischcompany,3897569.0
marcysholdings,1938961.0
cayennepepperproductions,1292640.6666666667
intandemfilms,1923416.5
thefilmconsortium,1279328.6666666667
northendfilms,3827261.0
portobellopictures,3827060.0
hitthegroundrunning,1909683.5
mattelentertainment,954666.0
dolphinsfilms,3818664.0
octoberfilms,1265566.3333333333
asymmetricalproductions,3796699.0
dccomics,539285.7142857143
vice,753890.0
arbaazkhanproductions,1254407.6666666667
shreeashtavinayakcinevisionltd,1881611.5
jerusalemfilmandtelevisionfund,752292.2
starburnsindustries,1879643.0
twooceans,1879539.0
symbolicexchange,1877629.0
amonstercallsaie,3740823.0
latrini,3740823.0
beijingenlightpictures,373776.5
itvs,155559.33333333334
lonelydragon,1241090.6666666667
westdeutscherrundfunk,929397.0
bayerischerrundfunk,619316.8333333334
enlightpictures,922383.5
hattipfilms,3679893.0
mountsantafeespana,1839373.0
alcatrazfilms,1838178.0
zdfarte,244747.13333333333
trevannerproductions,917046.25
fantefilm,733025.8
robsonorrentertainment,3652206.0
fioregroup,3652206.0
windsormedia,3652206.0
tvfond,1214185.6666666667
filmhousegermany,404047.77777777775
octagonfilms,1811925.0
traviesoproductions,3618912.0
thewelshgovernment,1201161.3333333333
singular,1800073.0
oddball,3600146.0
tianmuinvestments,3600146.0
chunchumedia,3600146.0
secondstixfilms,3591299.0
aoiproinc,1792822.5
entrechienetloup,354156.1
danishfilminstitute,185999.73684210525
norskfilminstitutt,1766170.0
forthcomingfilms,1174702.0
k5international,319944.8181818182
komplizen,702154.8
archerypictures,3500605.0
sonsofmanuel,3498695.0
varsitypictures,3491669.0
wherewelive,3483795.0
lc6productions,3480702.0
bravenfilms,3480702.0
swedishtelevision,1739657.5
nordsvensk,1739657.5
shadows,3469224.0
jungleepictures,1152407.3333333333
newspartafilms,1151517.6666666667
omeirastudiopartners,3448256.0
turnletfilms,3444895.0
asupermarche,1718792.5
borderlinefilms,572018.6666666666
rockymountainpictures,490119.71428571426
nationalfilmtrusteecompany,3427696.0
pythonmontypictures,3427696.0
globalpicturesmedia,3424744.0
novuscontent,1712227.0
footagefilms,3424454.0
51millimeter,3424454.0
blackened,3419967.0
maxfilms,1136434.6666666667
moraglovescompany,1704652.0
celluloiddreams,486736.28571428574
bfbentertainment,3401155.0
originalmedia,849499.25
colouryellowpictures,848829.75
ajaydevgnfilms,1697106.5
hehepicturescoltd,1128908.6666666667
motorinoamaranto,1691337.5
weathervaneproductions,675837.8
funnyballoons,844481.5
godfreyentertainment,3377000.0
wassermanmediagroup,3377000.0
huayibrothersinternational,374285.1111111111
hyperionmedia,841637.0
freedommedia,1675867.5
roundfilms,1675867.5
odysseymedia,837694.25
submarineentertainment,197087.41176470587
fellersfilm,3346264.0
antena3films,669140.6
beachfrontfilms,1668597.0
chimerafilms,3337194.0
spondoolie,3322127.0
rhonealpescinema,207325.3125
shineglobal,1102876.6666666667
kramersigmanfilms,1654149.5
paranoidpictures,3291250.0
ericamesserproductions,3279618.0
farmlorefilms,3279618.0
chesterfilms,3279618.0
porchlightfilms,812130.25
antena3tv,3247816.0
bingomoviedevelopment,1623757.5
alikelystory,3237118.0
distressedfilms,3237118.0
cosmofilms,3237118.0
shanghainewculturemediagroup,1615624.5
alphapicturesinvestmentco,3229457.0
xxxkxx,3229457.0
zenithculturebroadcast,3229457.0
zeyuemedia,3229457.0
3marysentertainmentsri,1612063.0
sayakaproductions,1597287.5
burnlater,318897.9
liberatorproductions,1594137.5
nipponheraldfilms,1593667.5
normaproductions,1593521.5
telewizjapolska,1588715.5
19340productions,792166.0
kissikifilm,3168664.0
tempusfilm,3166858.0
cabproductions,1583264.5
topdrawerentertainment,3143056.0
votivfilms,1565006.0
busboy,3128941.0
tseries,388855.625
bigbang,1553536.0
cornercontenidos,3107072.0
tagentertainment,3102550.0
kinoswiat,1536696.0
studioprodukcyjneorka,3073392.0
mazowieckifilmfund,3073392.0
societyfilms,3073392.0
nationalcenterforculture,3073392.0
rb,3073392.0
tmtdiagnostyka,3073392.0
societyforartschicago,3073392.0
mightyengine,765279.5
funacademymotionpictures,3054285.0
mikrosimageanimation,3054285.0
jkfilm,763367.0
altitudefilmentertainment,339034.44444444444
transpacificfilms,3042892.0
scottishartscouncil,3041803.0
showtimenetwork,3041803.0
glasgowfilmfund,3041803.0
threeriversproductions,3041803.0
progressfilmdistribution,3041803.0
editionvideo,3030848.0
lightbox,1008852.6666666666
lisaerspamerentertainment,3026558.0
piccadillypictures,302497.7
141entertainment,3021133.0
mediaprogrammeoftheeuropeanunion,273515.45454545453
davidkirschnerproductions,3005605.0
modernmanfilms,3002883.0
kilburnmedia,3002883.0
praxis,1000363.0
42fireaxepictures,3000342.0
twickenhamstudios,498685.6666666667
indomitableentertainment,746577.5
ardicanfilms,2984777.0
babefilms,1492302.0
filmhavenentertainment,2981038.0
maybachcunningham,2981038.0
mementofilmsinternational,270636.7272727273
discoveryproductions,1485367.5
22h22,987876.6666666666
silvera,2963630.0
luckymanfilms,2963630.0
walltowallmedia,2962242.0
setembrocine,1479326.5
applecorpsltd,2934445.0
sobinifilms,585593.6
drnordiskfilmtvfond,324200.8888888889
theukfilmtvproductioncompanyplc,2912606.0
theindustrialdevelopmentcorporationofsouthafrica,2912606.0
thenationalfilmandvideofoundationofsa,2912606.0
moviworld,2912606.0
nonstopproductions,362861.0
hungariannationalfilmfund,966908.3333333334
gunpowderandsky,482349.6666666667
jwfilms,964603.0
parisienne,1430922.0
plattformproduktionab,1430922.0
heroproductions,2859955.0
archipel35,570657.4
greatbasinentertainment,2846258.0
reallygoodhomepictures,2846258.0
shanghaifilmgroup,236926.58333333334
lesfilmsdupoisson,708696.25
bigstonepictures,2830989.0
theidenticalproductioncompany,2827666.0
cityofpeacefilms,2827666.0
fluffyshop,2827393.0
arsonhouseproductions,2827393.0
levityentertainmentgroup,2827393.0
yarifilmgroup,313928.3333333333
unionentertainmentgroup,1410145.5
hudsuckerpictures,2816518.0
spectrumfilms,929544.0
whitewaterfilms,185368.8
hero4baby,2778297.0
camfam,2778297.0
swr,213374.15384615384
mementofilmsdistribution,1386323.0
barbaryfilms,1379550.0
silvatarmedia,2756333.0
twentytwentyvision,687469.0
cfilms,1368285.5
bbctwofilms,1365148.0
nationaltheatre,2730296.0
oscilloscopelaboratories,136334.0
kth,681640.0
reellifeproduction,2684911.0
richardiiilimited,2684904.0
kgbmedia,670903.75
mypicturesstudio,1339718.5
pegasusmotionpictures,1339718.5
dreamssalonentertainmentculture,2679437.0
starbrightcommunicationslimited,2679437.0
magidsonfilms,2672413.0
markmagidson,2672413.0
pictureperfectcorporation,534053.0
littleroom,2668936.0
untitledfilms,1330082.5
mementofilms,2660165.0
joeabramsproductions,2656784.0
proximus,441033.3333333333
1019entertainment,1323007.0
unitedkingfilms,329310.75
screenflanders,526591.4
ptmerantaufilms,2625803.0
bifrostpictures,652724.0
milesdavispropertiesllc,2610896.0
yellowsawproductionslimited,2610896.0
dilettante,2609412.0
televisafilms,2609412.0
latituteentertainment,2609412.0
orioleleafefilms,2609412.0
saidbensaid,1298519.0
davidmmatthewsfilm,2595644.0
preferredcontent,287995.3333333333
bnfilms,1293952.0
silverliningsentertainment,646768.0
brightsideentertainment,2583301.0
fordfoundation,184476.0
avichai,1289831.5
vortexsutra,858998.6666666666
cinephileacademy,1282774.5
warpfilms,284528.22222222225
ratpack,511512.6
cityroommedia,2552478.0
weaverpellegriniproductions,2552478.0
chickenandeggpictures,181971.14285714287
filmfermsehfondsbayem,1273373.5
spifilmstudio,2546747.0
zanagarfilms,2546747.0
salon,845652.0
oliveproductions,506417.2
jwfilms,2523610.0
atticlightfilms,629402.75
micaentertainment,359322.5714285714
film50,1254333.5
coramdeostudios,2507159.0
birchwoodpictures,2507159.0
markburg,2507159.0
blossomfilms,830659.6666666666
memofilms,827824.0
videa,2483472.0
firstsun,2483472.0
yongfilm,826888.3333333334
lunanime,614311.0
janusfilms,490942.8
quatsousfilms,2450504.0
ithacafilms,1214994.5
javelinafilmco,2429989.0
peterbrant,2429989.0
candescentfilms,808886.6666666666
armoryfilms,303173.875
highwaymanfilms,1209339.5
studioponoc,2418404.0
pegasuspictures,2409826.0
blackcanopyfilms,2409826.0
drormorehproductions,2408553.0
lepremierpoisson,2408553.0
wildheartproductions,2408553.0
romarbollkgproductions,2405420.0
gracehillmedia,2394725.0
mediaweaverentertainment,2394725.0
reverencegospelmedia,2387730.0
corsan,476110.0
kinology,395884.1666666667
deutscherfilmfoerderfonds,236075.0
bavariafilmintl,785357.3333333334
mutressamovies,470666.4
lumiere,1174579.0
lowsparkfilms,391386.6666666667
fishcorbfilms,778632.0
itinerantmedia,2334228.0
littlemonsterfilms,2334228.0
justfilms,232302.8
page114,772983.0
haarikaandhassinecreations,2313043.0
knm,462118.6
verticalchurchfilms,2303792.0
powerinfaith,2303792.0
ambushentertainment,327457.28571428574
sunrisepictures,572629.25
djangofilms,570890.25
autobahnfilmgmbh,2280004.0
tornasolfilms,324280.28571428574
officialcomedy,2266066.0
wbezpublicradiosthisamericanlife,2266066.0
bedrocketentertainment,2266066.0
lebureau,752568.6666666666
clariusentertainment,1123000.0
anthemventures,2246000.0
anthemproductions,2246000.0
thecartel,2235162.0
cineb,2231474.0
dreambridgefilms,446133.2
smillafilm,2221994.0
scoutproductions,1105763.5
castelaoproducciones,734547.0
lithuanianfilmstudios,2203641.0
lascauxfilms,732500.0
pallasfilm,547727.5
hariomproductions,1094314.0
cinemaginaire,546460.0
chustudios,2184640.0
sbprojects,2184640.0
marutimedia,1085705.0
latitudeproductions,2171257.0
shriadhikaribros,2167632.0
argosfilms,2164507.0
bcdfpictures,214976.4
inkjet,2141423.0
greenwichfilmproduction,2132974.0
heraldaceinc,2132974.0
redpeterfilm,2129768.0
jigsawproductions,162664.84615384616
digiodreamsstudios,2110050.0
johnmarshall,2110050.0
tomcatfilms,2110050.0
elarapictures,1053405.0
cineart,525921.5
archesfilms,523216.0
visiblepictures,2082980.0
regionesicilianatourismsportandentertainmentdepartment,1039951.5
siciliafilmcommission,1039951.5
unisonfilms,692148.0
bergmanlustigproductions,2075743.0
ourturnproductions,2073582.0
eticfilms,2070920.0
rpproductions,2070920.0
cotafilms,688856.0
ringcine,1032147.0
svenskfilmindustri,1032139.0
erosinternational,342597.3333333333
holstfilms,2053931.0
terregalfilms,1024213.5
contracorrientefilms,682360.3333333334
rollercoasterentertainment,340936.5
vortexwordspictures,340936.5
olivebranch,2039869.0
mcg,2039869.0
zenithentertainment,2039027.0
initialpictures,2039027.0
embassyhomeentertainment,2039027.0
senatorfilmproduktion,291121.5714285714
rostoinc,2031242.0
arbieproductions,2030962.0
regionelazio,676515.3333333334
northernirelandscreen,96609.66666666667
storyislandentertainment,2026756.0
rheafilms,1013249.0
artisanentertainment,2025238.0
hurricanefilms,506277.5
showtimedocumentaryfilms,337401.8333333333
programsensicontemporaneicinema,2024099.0
filmundmedienstiftungnrw,183954.81818181818
ingeniousseniorfilmfund,674038.3333333334
whitehotproductions,1011057.5
soundfirm,2022115.0
motionpicturelighting,2022115.0
filmartmedia,2022115.0
muchasgracias,2019554.0
jvcentertainment,2015000.0
victormusicindustries,2015000.0
celestesimages,2008385.0
deciafilms,2008385.0
centrotelevisivovaticano,2008385.0
thepalindrome,2008385.0
solaresfondazionedellearti,2008385.0
ptsartsfactory,2008385.0
fondazionesolaressuisse,2008385.0
isuventurecapitalcompany,1003394.0
kdbbank,2006788.0
interparkcorporation,2006788.0
meritzinsurance,2006788.0
shinhanlifeinsuranceco,2006788.0
panentertainment,2006788.0
koreapost,2006788.0
hyundaimarinefireinsurance,2006788.0
ideabridgeassetmanagement,2006788.0
solaireinvestments,2006788.0
foxtailentertainment,1002571.0
greenwichentertainment,286329.71428571426
esperantokino,2002036.0
greenleafproductions,1000562.0
imperialentertainment,1000562.0
greaterproductionsllc,2000093.0
hammondentertainmentllc,2000093.0
belgianscopeinvest,998396.0
sverigestelevision,331326.5
firsttakeentertainment,1986209.0
rookfilms,327294.3333333333
andrewlaurenproductions,488242.75
werenotbrothers,1951776.0
matadorpictures,323696.1666666667
laokooncinema,647253.3333333334
distanthorizon,242706.5
filmforderunghamburgschleswigholstein,969754.0
regentcapital,646160.0
hypnoticpictures,967716.5
ehudbleiberg,482570.5
tve,321287.3333333333
tellingpictures,963750.5
taihefilmsinvestmentcoltd,641529.6666666666
skochefilms,1914090.0
motionpictureprostudios,1914090.0
autonomous,953298.5
caperfilminc,1904682.0
